Name,Muscle Group,Equipment,Category,Aliases,Type
Single Arm Cable Overhead Extension,arms,cable,isolation,One Arm Cable Overhead Extension,strength
Single Arm Cable Pushdown,arms,cable,isolation,"One Arm Pushdown, Single Arm Pushdown",strength
Single Arm Dumbbell Curl,arms,dumbbell,isolation,One Arm DB Curl,strength
Single Arm Dumbbell Kickback,arms,dumbbell,isolation,One Arm DB Kickback,strength
Single Arm Dumbbell Skull Crusher,arms,dumbbell,isolation,One Arm DB Skull Crusher,strength
Single Arm Rope Pushdown,arms,cable,isolation,One Arm Rope Pushdown,strength
Skull Crusher,arms,barbell,isolation,"Lying Tricep Extension, BB Skull Crusher, EZ Bar Skull Crusher, Nose Breaker, French Press",strength
Smith Machine Close Grip Press,arms,machine,compound,Smith CG Bench,strength
Spider Curl,arms,dumbbell,isolation,"Spider Curl DB, Prone Incline Curl Arms",strength
Spider Curl Barbell,arms,barbell,isolation,BB Spider Curl,strength
Standing Cable Curl to Press,arms,cable,compound,Cable Curl Press,strength
Standing EZ Bar Curl,arms,barbell,isolation,Standing EZ Curl,strength
Standing Overhead Cable Curl,arms,cable,isolation,Overhead Cable Bicep Curl,strength
Straight Bar Pushdown,arms,cable,isolation,"V-Bar Pushdown, Bar Pushdown, Straight Bar Tricep Pushdown",strength
Tall Kneeling Cable Extension,arms,cable,isolation,Kneeling Cable Tricep Extension,strength
Tempo Skull Crusher,arms,barbell,isolation,Slow Skull Crusher,strength
Towel Pull Up,arms,bodyweight,compound,Towel Grip Pull Up,bodyweight
Tricep Dip,arms,bodyweight,compound,"Bench Dip, Dip for Triceps",bodyweight
Tricep Pushdown Drop Set,arms,cable,isolation,Drop Set Pushdown,strength
TRX Bicep Curl,arms,bodyweight,isolation,Suspension Curl,bodyweight
TRX Tricep Extension,arms,bodyweight,isolation,Suspension Tricep Extension,bodyweight
Two Arm Dumbbell Overhead Extension,arms,dumbbell,isolation,"Two Arm DB Tricep Extension, Two Arm Overhead Extension",strength
V-Bar Pushdown,arms,cable,isolation,V Bar Tricep Pushdown,strength
Waiter Curl,arms,dumbbell,isolation,DB Waiter Curl,strength
Weighted Tricep Dip,arms,bodyweight,compound,Weighted Bench Dip,strength
Wide Grip Barbell Curl,arms,barbell,isolation,Wide Grip BB Curl,strength
Wrist Roller,arms,other,isolation,Forearm Roller,strength
Zottman Curl,arms,dumbbell,isolation,DB Zottman Curl,strength
Ab Bench Crunch,core,machine,isolation,Decline Ab Crunch,strength
Ab Bicycle,core,bodyweight,isolation,Bicycle Abs,bodyweight
Ab Crunch on Cable Machine,core,cable,isolation,Standing Cable Ab Crunch,strength
Ab Rollout,core,other,isolation,"Ab Wheel Rollout, Ab Wheel, Ab Roller, Barbell Rollout",strength
Ab Wheel from Knees,core,other,isolation,Kneeling Ab Wheel Rollout,strength
Ab Wheel Standing,core,other,isolation,Full Ab Wheel Rollout,strength
Alternating V-Up,core,bodyweight,isolation,Alt V Up,bodyweight
Band Crunch,core,band,isolation,Resistance Band Crunch,strength
Band Dead Bug,core,band,isolation,Banded Dead Bug,strength
Band Neck Side Flexion,core,band,isolation,Banded Neck Lateral Flexion,strength
Band Pallof Press,core,band,isolation,Banded Pallof Press,strength
Banded Pallof Walk,core,band,isolation,Pallof Walk,strength
Barbell Rollout from Feet,core,barbell,isolation,Standing Barbell Rollout,strength
Bear Crawl,core,bodyweight,compound,Bear Crawl Exercise,bodyweight
Bicycle Crunch,core,bodyweight,isolation,"Bicycle Crunches, Air Bike",bodyweight
Bicycle V-Up,core,bodyweight,isolation,Bicycle V Up,bodyweight
Bird Dog,core,bodyweight,isolation,Bird Dogs,bodyweight
Bird Dog to Push Up,core,bodyweight,compound,Bird Dog Push Up,bodyweight
Birddog Row,core,dumbbell,compound,Bird Dog DB Row,strength
Body Saw Plank,core,bodyweight,isolation,Body Saw,bodyweight
Bottoms Up Carry,core,kettlebell,compound,KB Bottoms Up Carry,carry_sled
Cable Crunch,core,cable,isolation,"Kneeling Cable Crunch, Rope Crunch",strength
Cable Lift,core,cable,compound,Cable Chop Low to High,strength
Cable Oblique Crunch,core,cable,isolation,Standing Cable Crunch Oblique,strength
Cable Pallof Press Hold,core,cable,isolation,Pallof ISO Hold,holds
Cable Pallof Press Walk,core,cable,isolation,Pallof Press Walk Out,strength
Cable Pull In,core,cable,isolation,Cable Knee Tuck,strength
Cable Pull In Crunch,core,cable,isolation,Cable Tuck Crunch,strength
Cable Russian Twist,core,cable,isolation,Cable Twist,strength
Cable Side Bend,core,cable,isolation,Cable Lateral Flexion,strength
Cable Woodchop Half Kneeling,core,cable,compound,Kneeling Woodchop,strength
Captain's Chair Leg Raise,core,machine,isolation,Roman Chair Leg Raise,strength
Cat Cow,core,bodyweight,isolation,"Cat-Cow, Cat Cow Stretch",bodyweight
Copenhagen Plank Raise,core,bodyweight,isolation,Copenhagen Raise,bodyweight
Copenhagen Side Plank,core,bodyweight,isolation,Copenhagen Plank Oblique,holds
Crab Walk,core,bodyweight,compound,Crab Walk Exercise,bodyweight
Cross Body Mountain Climber,core,bodyweight,compound,Cross Mountain Climber,bodyweight
Crunch,core,bodyweight,isolation,"Crunches, Ab Crunch, Basic Crunch",bodyweight
Dead Bug,core,bodyweight,isolation,Dead Bugs,bodyweight
Dead Bug March,core,bodyweight,isolation,Marching Dead Bug,bodyweight
Dead Bug Press,core,dumbbell,isolation,DB Dead Bug Press,strength
Dead Bug Pullover,core,dumbbell,isolation,DB Dead Bug Pullover,strength
Dead Bug with Ball,core,other,isolation,Medicine Ball Dead Bug,strength
Decline Bench Leg Raise,core,bodyweight,isolation,Decline Leg Raise,bodyweight
Decline Crunch,core,bodyweight,isolation,"Decline Sit Up, Decline Crunch",bodyweight
Decline Plank,core,bodyweight,isolation,Feet Elevated Plank,holds
Decline Reverse Crunch,core,bodyweight,isolation,Decline Reverse Crunch BW,bodyweight
Double KB Front Rack Carry,core,kettlebell,compound,Double Rack Carry,carry_sled
Dragon Flag,core,bodyweight,isolation,Bruce Lee Dragon Flag,bodyweight
Dragon Flag Negative,core,bodyweight,isolation,Eccentric Dragon Flag,bodyweight
Dumbbell Russian Twist,core,dumbbell,isolation,DB Russian Twist,strength
Dumbbell Waiter Walk,core,dumbbell,compound,DB Waiter Carry,carry_sled
Dumbbell Woodchop,core,dumbbell,compound,DB Woodchop,strength
Farmer Carry,core,dumbbell,compound,Farmer Walk Core,carry_sled
Farmer Walk Pause,core,dumbbell,compound,Farmer Carry Pause,carry_sled
Flutter Kick,core,bodyweight,isolation,Flutter Kicks,bodyweight
Four Way Neck Machine,core,machine,isolation,Neck Machine,strength
GHD Hip Extension,core,machine,isolation,GHD Back Extension,strength
GHD Sit Up,core,machine,isolation,"GHD Situp, Glute Ham Sit Up",strength
Half Kneeling Cable Chop,core,cable,compound,Kneeling Cable Chop,strength
Half Kneeling Cable Lift,core,cable,compound,Kneeling Cable Lift,strength
Half Kneeling Pallof Press,core,cable,isolation,Kneeling Pallof Press,strength
Half Turkish Get Up,core,kettlebell,compound,Half TGU,strength
Hanging Garhammer Raise,core,bodyweight,isolation,Garhammer Raise,bodyweight
Hanging Knee Raise,core,bodyweight,isolation,"Hanging Knee Raise, Knee Raise Hanging",bodyweight
Hanging L-Sit,core,bodyweight,isolation,Bar L-Sit,holds
Hanging Leg Raise,core,bodyweight,isolation,"Hanging Leg Raise, Straight Leg Raise Hanging",bodyweight
Hanging Oblique Knee Raise,core,bodyweight,isolation,Hanging Side Knee Raise,bodyweight
Hanging Tuck,core,bodyweight,isolation,Hanging Tuck Hold,holds
Hanging Windshield Wiper,core,bodyweight,isolation,Hanging Wipers,bodyweight
Hanging Windshield Wiper Straight Leg,core,bodyweight,isolation,Straight Leg Wipers,bodyweight
Heavy Bag Work,core,other,compound,Boxing Bag,strength
Heel Touch,core,bodyweight,isolation,"Heel Touches, Alternate Heel Touch",bodyweight
High to Low Woodchop,core,cable,compound,High to Low Cable Chop,strength
Hollow Body Flutter Kick,core,bodyweight,isolation,Hollow Body Kicks,bodyweight
Hollow Body Hold,core,bodyweight,isolation,"Hollow Hold, Dish Hold",holds
Hollow Body Rock,core,bodyweight,isolation,Hollow Rock,bodyweight
Inchworm,core,bodyweight,compound,Inch Worm,bodyweight
Incline Bench Reverse Crunch,core,bodyweight,isolation,Incline Reverse Crunch,bodyweight
Iron Neck 360,core,other,isolation,Iron Neck Rotation,strength
Kettlebell Bottoms Up Walk,core,kettlebell,compound,KB Bottoms Up Walk,carry_sled
Kettlebell Horn Walk,core,kettlebell,compound,KB Horn Carry,carry_sled
Kettlebell Windmill,core,kettlebell,compound,"KB Windmill, Windmill",strength
Kneeling Ab Rollout,core,other,isolation,Kneeling Ab Wheel,strength
L-Sit,core,bodyweight,isolation,"L Sit, L-Sit Hold",holds
L-Sit on Parallettes,core,bodyweight,isolation,Parallette L-Sit,holds
Landmine 180 Rotation,core,barbell,compound,Landmine 180,strength
Landmine Anti Rotation,core,barbell,isolation,Landmine Anti-Rotation,strength
Landmine Anti-Rotation Press,core,barbell,compound,Landmine Anti Rotation,strength
Landmine Rotation,core,barbell,compound,"Landmine Russian Twist, Landmine Twist",strength
Lateral Medicine Ball Throw,core,other,plyometric,Side Med Ball Throw,strength
Leg Raise,core,bodyweight,isolation,"Lying Leg Raise, Flat Leg Raise, Supine Leg Raise",bodyweight
Long Lever Plank,core,bodyweight,isolation,Extended Plank,holds
Low to High Woodchop,core,cable,compound,Low to High Cable Chop,strength
Lying Side Crunch,core,bodyweight,isolation,Side Lying Crunch,bodyweight
Machine Crunch,core,machine,isolation,"Ab Crunch Machine, Ab Machine",strength
Medicine Ball Crunch,core,other,isolation,Med Ball Crunch,strength
Medicine Ball Side Slam,core,other,compound,Med Ball Side Slam,strength
Medicine Ball Slam,core,other,compound,"Med Ball Slam, Ball Slam",strength
Medicine Ball Throw,core,other,plyometric,"Med Ball Throw, Medicine Ball Chest Pass",strength
Medicine Ball V-Up,core,other,isolation,Med Ball V Up,strength
Medicine Ball Woodchop,core,other,compound,Med Ball Chop,strength
Mountain Climber,core,bodyweight,compound,Mountain Climbers,bodyweight
Neck Curl,core,other,isolation,"Neck Flexion, Weighted Neck Curl",strength
Neck Extension,core,other,isolation,Neck Extension Weighted,strength
Oblique Crunch,core,bodyweight,isolation,Side Crunch,bodyweight
Offset Carry,core,kettlebell,compound,"Uneven Carry, Mixed Carry",carry_sled
Overhead Carry,core,dumbbell,compound,"Waiter Walk, Overhead Walk",carry_sled
Overhead Medicine Ball Slam,core,other,compound,Overhead Slam,strength
Overhead Plate March,core,other,compound,Plate Overhead March,strength
Pallof Lunge,core,cable,compound,Anti Rotation Lunge,strength
Pallof Press,core,cable,isolation,"Cable Pallof Press, Anti-Rotation Press",strength
Pallof Press Rotation,core,cable,isolation,Pallof Twist,strength
Pallof Squat,core,cable,compound,Anti Rotation Squat,strength
Pike Walk Out,core,bodyweight,compound,Pike Walkout,bodyweight
Plank,core,bodyweight,isolation,"Front Plank, Forearm Plank, Prone Plank",holds
Plank Pull Through,core,dumbbell,compound,Plank DB Pull Through,strength
Plank Row,core,dumbbell,compound,Plank DB Row,strength
Plank to Downward Dog,core,bodyweight,isolation,Plank Pike,bodyweight
Plank to Push Up,core,bodyweight,compound,Up Down Plank,bodyweight
Plank to Side Plank,core,bodyweight,isolation,Rotating Plank,bodyweight
Plank with Shoulder Tap,core,bodyweight,isolation,Shoulder Tap Plank,bodyweight
Plate Sit Up,core,other,isolation,Weighted Plate Sit Up,strength
Racked Carry,core,kettlebell,compound,KB Rack Carry,carry_sled
Reverse Crunch,core,bodyweight,isolation,Reverse Crunches,bodyweight
Reverse Crunch on Bench,core,bodyweight,isolation,Bench Reverse Crunch,bodyweight
Reverse Crunch with Band,core,band,isolation,Banded Reverse Crunch,strength
Reverse Plank,core,bodyweight,isolation,Supine Plank,holds
Ring L-Sit,core,bodyweight,isolation,Gymnastics Ring L Sit,holds
RKC Plank,core,bodyweight,isolation,Hard Style Plank,holds
Rocking Plank,core,bodyweight,isolation,Plank Rock,bodyweight
Rotational Medicine Ball Slam,core,other,compound,Rotational Slam,strength
Russian Twist,core,other,isolation,"Seated Russian Twist, Medicine Ball Russian Twist",strength
Scissor Kick,core,bodyweight,isolation,Scissor Kicks,bodyweight
Side Bend,core,dumbbell,isolation,"DB Side Bend, Dumbbell Side Bend, Lateral Flexion",strength
Side Plank,core,bodyweight,isolation,"Lateral Plank, Side Bridge",holds
Side Plank Dip,core,bodyweight,isolation,Side Plank Hip Dip,bodyweight
Side Plank Reach Through,core,bodyweight,isolation,Side Plank Thread Needle,bodyweight
Side Plank Star,core,bodyweight,isolation,Star Side Plank,holds
Single Arm Farmer Carry,core,kettlebell,compound,KB Suitcase Carry,carry_sled
Single Arm Overhead Carry,core,kettlebell,compound,OH KB Carry,carry_sled
Single Arm Overhead Walk,core,kettlebell,compound,Overhead KB Walk,carry_sled
Single Arm Plank,core,bodyweight,isolation,One Arm Plank,holds
Single Leg Plank,core,bodyweight,isolation,One Leg Plank,holds
Sit Up,core,bodyweight,isolation,"Sit-Up, Situp",bodyweight
Sledgehammer Slam,core,other,compound,Tire Sledgehammer,strength
Slow Mountain Climber,core,bodyweight,compound,Controlled Mountain Climber,bodyweight
Stability Ball Crunch,core,other,isolation,Swiss Ball Crunch,strength
Stability Ball Knee Tuck,core,other,compound,Swiss Ball Tuck,strength
Stability Ball Pike,core,other,compound,Swiss Ball Pike,strength
Stability Ball Rollout,core,other,isolation,Swiss Ball Rollout,strength
Standing Ab Rollout,core,other,isolation,Standing Ab Wheel,strength
Standing Cable Crunch,core,cable,isolation,Cable Standing Crunch,strength
Standing Cable Rotation,core,cable,compound,Cable Rotation,strength
Standing Oblique Crunch,core,bodyweight,isolation,Standing Side Crunch,bodyweight
Star Plank,core,bodyweight,isolation,Extended Arm Plank,holds
Stir the Pot,core,other,isolation,Stability Ball Stir the Pot,strength
Suitcase Carry,core,dumbbell,compound,"Single Arm Farmer Walk, Suitcase Walk",carry_sled
Supine Spinal Twist,core,bodyweight,isolation,Lying Twist Stretch,holds
Swiss Ball Dead Bug,core,other,isolation,Stability Ball Dead Bug,strength
Swiss Ball Pass,core,other,isolation,Stability Ball Pass,strength
Swiss Ball Plank,core,other,isolation,Stability Ball Plank,holds
Swiss Ball Side Crunch,core,other,isolation,Stability Ball Oblique Crunch,strength
Tall Plank Shoulder Tap,core,bodyweight,isolation,Push Up Shoulder Tap,bodyweight
Toe Touch,core,bodyweight,isolation,"Toe Touches, V-Up Toe Touch",bodyweight
Toes to Bar,core,bodyweight,isolation,"T2B, Toes-to-Bar",bodyweight
TRX Fallout,core,bodyweight,isolation,Suspension Fallout,bodyweight
TRX Knee Tuck,core,bodyweight,compound,Suspension Knee Tuck,bodyweight
TRX Pike,core,bodyweight,compound,Suspension Pike,bodyweight
TRX Plank,core,bodyweight,isolation,Suspension Plank,holds
TRX Side Plank,core,bodyweight,isolation,Suspension Side Plank,holds
Turkish Get Up,core,kettlebell,compound,"TGU, KB Turkish Get Up, Kettlebell Get Up",strength
V-Up,core,bodyweight,isolation,"V Up, V-Sit Up, Jackknife",bodyweight
V-Up with Medicine Ball,core,other,isolation,Med Ball V-Up,strength
Weighted Bird Dog,core,dumbbell,isolation,DB Bird Dog,strength
Weighted Crunch,core,other,isolation,Plate Crunch,strength
Weighted Dead Bug,core,dumbbell,isolation,DB Dead Bug,strength
Weighted Hanging Knee Raise,core,bodyweight,isolation,Weighted Knee Raise,strength
Weighted Hanging Leg Raise,core,bodyweight,isolation,Weighted Leg Raise Hanging,strength
Weighted Plank,core,bodyweight,isolation,Plate Plank,holds
Weighted Russian Twist,core,dumbbell,isolation,DB Russian Twist Core,strength
Weighted Side Plank,core,dumbbell,isolation,DB Side Plank,holds
Weighted Sit Up,core,other,isolation,"Plate Sit Up, DB Sit Up",strength
Windmill Barbell,core,barbell,compound,BB Windmill,strength
Windshield Wiper,core,bodyweight,isolation,"Hanging Windshield Wiper, Lying Windshield Wiper",bodyweight
Woodchop,core,cable,compound,"Cable Woodchop, Wood Chop, Cable Chop",strength
A Skip,full_body,bodyweight,cardio,A Skips,endurance
Airdyne Sprint,full_body,machine,cardio,Airdyne Max Effort,erg
Alternating Dumbbell Snatch,full_body,dumbbell,compound,Alt DB Snatch,strength
Alternating Kettlebell Swing,full_body,kettlebell,compound,Alt Hand KB Swing,strength
Ankle Hop,full_body,bodyweight,plyometric,Ankle Bounce,bodyweight
Arm Over Arm Sled Pull,full_body,other,compound,Arm Over Arm Pull,carry_sled
Assault Bike,full_body,machine,cardio,"Air Bike, Airdyne, Fan Bike, Echo Bike",erg
Assault Bike Sprint,full_body,machine,cardio,Air Bike Sprint,erg
Atlas Stone,full_body,other,compound,Atlas Stone Lift,strength
Atlas Stone Over Bar,full_body,other,compound,Stone Over Bar,strength
Axle Bar Deadlift,full_body,barbell,compound,Axle Deadlift,strength
B Skip,full_body,bodyweight,cardio,B Skips,endurance
Ball Slam,full_body,other,compound,Med Ball Slam Full Body,strength
Band Resisted Sprint,full_body,band,cardio,Banded Sprint Drill,endurance
Band Sprint,full_body,band,cardio,Resisted Sprint,endurance
Barbell Clean,full_body,barbell,compound,"Clean, Power Clean, BB Clean",strength
Barbell Clean and Front Squat,full_body,barbell,compound,BB Squat Clean,strength
Barbell Clean High Pull,full_body,barbell,compound,Clean Pull,strength
Barbell Complex,full_body,barbell,compound,BB Complex,strength
Barbell Complex DT,full_body,barbell,compound,DT WOD,strength
Barbell Hang Power Snatch,full_body,barbell,compound,Hang Power Snatch BB,strength
Barbell Hip Clean,full_body,barbell,compound,Hip Clean,strength
Barbell Jerk,full_body,barbell,compound,BB Jerk,strength
Barbell Snatch,full_body,barbell,compound,"Snatch, BB Snatch, Power Snatch",strength
Barbell Thruster,full_body,barbell,compound,"Thruster, BB Thruster, Squat to Press",strength
Barbell Thruster from Rack,full_body,barbell,compound,Rack Thruster,strength
Barbell Zercher Walk,full_body,barbell,compound,Zercher Carry Walk,carry_sled
Battle Rope Alternating Waves,full_body,other,compound,Alternating Battle Ropes,strength
Battle Rope Burpee,full_body,other,compound,Burpee Battle Rope,strength
Battle Rope Double Slam,full_body,other,compound,Double Battle Rope Slam,strength
Battle Rope Grappler Throw,full_body,other,compound,Grappler Throw Ropes,strength
Battle Rope Lateral Whip,full_body,other,compound,Lateral Battle Rope,strength
Battle Rope Slam,full_body,other,compound,"Battle Ropes, Battle Rope Waves",strength
Bear Complex,full_body,barbell,compound,Barbell Bear Complex,strength
Bear Complex Single Set,full_body,barbell,compound,Bear Complex Set,strength
Bear Crawl to Push Up,full_body,bodyweight,compound,Bear Crawl Push Up,bodyweight
Behind Neck Jerk,full_body,barbell,compound,BTN Jerk,strength
Bent Press,full_body,kettlebell,compound,KB Bent Press,strength
Bike Erg Sprint,full_body,machine,cardio,Bike Erg,erg
Bike Intervals,full_body,machine,cardio,"Cycling Intervals, Spin Intervals",erg
Bounding,full_body,bodyweight,plyometric,Power Bounding,bodyweight
Box Jump,full_body,bodyweight,plyometric,"Box Jumps, Plyo Box Jump",bodyweight
Box Jump Over,full_body,bodyweight,plyometric,Box Jump Overs,bodyweight
Box Jump Weighted,full_body,dumbbell,plyometric,Weighted Box Jump,strength
Box Step Up,full_body,bodyweight,compound,Step Up Bodyweight,bodyweight
Broad Jump,full_body,bodyweight,plyometric,"Standing Long Jump, Standing Broad Jump",bodyweight
Burpee,full_body,bodyweight,compound,Burpees,bodyweight
Burpee Box Jump,full_body,bodyweight,plyometric,Burpee Box Jump Over,bodyweight
Burpee Broad Jump,full_body,bodyweight,plyometric,"Burpee Broad Jumps, Burpee Long Jump",bodyweight
Burpee Pull Up,full_body,bodyweight,compound,Burpee to Pull Up,bodyweight
Butt Kicks,full_body,bodyweight,cardio,Butt Kick Run,endurance
Car Push,full_body,other,compound,Vehicle Push,strength
Cindy WOD,full_body,bodyweight,compound,Cindy Bodyweight,bodyweight
Circus Dumbbell Clean and Press,full_body,other,compound,Circus DB,strength
Clap Pull Up,full_body,bodyweight,plyometric,Plyometric Pull Up,bodyweight
Clean and Front Squat,full_body,barbell,compound,Squat Clean,strength
Clean and Jerk,full_body,barbell,compound,"C&J, BB Clean and Jerk",strength
Clean and Press,full_body,barbell,compound,"Clean to Press, BB Clean and Press",strength
Clean Extension,full_body,barbell,compound,Clean Pull Extension,strength
Clean Pull,full_body,barbell,compound,BB Clean Pull,strength
Cluster Set Clean,full_body,barbell,compound,Cluster Clean,strength
Conan's Wheel,full_body,other,compound,Conan Wheel Walk,carry_sled
Cone Drill,full_body,other,cardio,Agility Cones,endurance
Crawl,full_body,bodyweight,compound,"Army Crawl, Commando Crawl",bodyweight
Cross Country Skiing Machine,full_body,machine,cardio,Nordic Track,endurance
Cycling,full_body,other,cardio,"Outdoor Cycling, Road Cycling, Bike Ride",endurance
D-Ball Clean,full_body,other,compound,D Ball Clean,strength
D-Ball Over Bar,full_body,other,compound,D Ball Over Bar,strength
Deadlift to Row,full_body,barbell,compound,DL Row Combo,strength
Depth Drop,full_body,bodyweight,plyometric,Drop Landing,bodyweight
Depth Jump,full_body,bodyweight,plyometric,Depth Drop Jump,bodyweight
Devil Press,full_body,dumbbell,compound,DB Devil Press,strength
Double Kettlebell Clean,full_body,kettlebell,compound,Double KB Clean,strength
Double Kettlebell Press,full_body,kettlebell,compound,Double KB Press,strength
Double Kettlebell Snatch,full_body,kettlebell,compound,Double KB Snatch,strength
Double Kettlebell Swing,full_body,kettlebell,compound,Double KB Swing,strength
Double Kettlebell Thruster,full_body,kettlebell,compound,Double KB Thruster,strength
Double Under,full_body,other,cardio,"Double Unders, DU",bodyweight
Drop Jump,full_body,bodyweight,plyometric,Drop Jump Reactive,bodyweight
Dumbbell Clean,full_body,dumbbell,compound,"DB Clean, Dumbbell Power Clean",strength
Dumbbell Clean and Press,full_body,dumbbell,compound,DB Clean and Press,strength
Dumbbell Complex,full_body,dumbbell,compound,DB Complex,strength
Dumbbell Complex Flow,full_body,dumbbell,compound,DB Flow,strength
Dumbbell Curl to Press,full_body,dumbbell,compound,DB Curl Press,strength
Dumbbell Ground to Overhead,full_body,dumbbell,compound,"DB Ground to Overhead, DB GTO",strength
Dumbbell Hang Clean,full_body,dumbbell,compound,DB Hang Clean,strength
Dumbbell Hang Snatch,full_body,dumbbell,compound,DB Hang Snatch,strength
Dumbbell Jerk,full_body,dumbbell,compound,DB Jerk,strength
Dumbbell Jump Shrug,full_body,dumbbell,compound,DB Jump Shrug,strength
Dumbbell Power Clean,full_body,dumbbell,compound,DB Power Clean,strength
Dumbbell Power Snatch,full_body,dumbbell,compound,DB Power Snatch,strength
Dumbbell Snatch,full_body,dumbbell,compound,"DB Snatch, One Arm DB Snatch",strength
Dumbbell Thruster,full_body,dumbbell,compound,DB Thruster,strength
Elliptical,full_body,machine,cardio,"Elliptical Trainer, Cross Trainer",endurance
EMOM Burpees,full_body,bodyweight,compound,Every Minute Burpees,bodyweight
Farmers Walk Heavy,full_body,other,compound,Heavy Farmer Carry,carry_sled
Frame Carry,full_body,other,compound,Frame Walk,carry_sled
Fran WOD,full_body,barbell,compound,Fran Thruster Pullup,strength
Front Rack Carry,full_body,barbell,compound,Barbell Front Rack Carry,carry_sled
Glute Bridge to Chest Press,full_body,dumbbell,compound,Bridge Chest Press,strength
Goblet Squat to Press,full_body,dumbbell,compound,Goblet Squat Press,strength
Grace WOD,full_body,barbell,compound,Clean and Jerk Grace,strength
Half Snatch Kettlebell,full_body,kettlebell,compound,KB Half Snatch,strength
Hand Over Hand Sled Pull,full_body,other,compound,Rope Sled Pull,carry_sled
Handstand Walk,full_body,bodyweight,compound,HS Walk,bodyweight
Hang Clean,full_body,barbell,compound,"Hang Power Clean, BB Hang Clean",strength
Hang Clean and Jerk,full_body,barbell,compound,Hang C&J,strength
Hang Muscle Snatch,full_body,barbell,compound,Muscle Snatch from Hang,strength
Hang Power Clean,full_body,barbell,compound,BB Hang Power Clean,strength
Hang Power Clean Dumbbell,full_body,dumbbell,compound,DB Hang Power Clean,strength
Hang Snatch,full_body,barbell,compound,Hang Power Snatch,strength
Hang Snatch Pull,full_body,barbell,compound,Snatch Pull from Hang,strength
High Hang Clean,full_body,barbell,compound,Power Position Clean,strength
High Hang Snatch,full_body,barbell,compound,Power Position Snatch,strength
High Knees,full_body,bodyweight,cardio,High Knee Run,endurance
Hiking,full_body,bodyweight,cardio,Trail Hiking,endurance
Hill Sprint,full_body,bodyweight,cardio,"Hill Sprints, Incline Sprint",endurance
Hurdle Hop,full_body,bodyweight,plyometric,Hurdle Jump,bodyweight
Husafell Stone Carry,full_body,other,compound,Husafell Carry,carry_sled
Inchworm to Push Up,full_body,bodyweight,compound,Inchworm Push Up,bodyweight
Incline Treadmill Run,full_body,machine,cardio,Treadmill Incline Run,endurance
Isabel WOD,full_body,barbell,compound,Snatch Isabel,strength
Jacob's Ladder,full_body,machine,cardio,Jacobs Ladder,endurance
Jump Rope,full_body,other,cardio,"Skipping Rope, Skip Rope, Skipping",endurance
Jump Shrug,full_body,barbell,compound,Barbell Jump Shrug,strength
Jumping Jack,full_body,bodyweight,cardio,"Jumping Jacks, Star Jump Cardio",bodyweight
Karaoke Run,full_body,bodyweight,cardio,"Carioca Run, Grapevine",endurance
Keg Carry,full_body,other,compound,Keg Walk,carry_sled
Kettlebell Armor Building Complex,full_body,kettlebell,compound,KB Armor Complex,strength
Kettlebell Clean,full_body,kettlebell,compound,KB Clean,strength
Kettlebell Clean and Press,full_body,kettlebell,compound,KB Clean and Press,strength
Kettlebell Complex,full_body,kettlebell,compound,KB Complex,strength
Kettlebell Dead Clean,full_body,kettlebell,compound,Dead Clean KB,strength
Kettlebell Figure 8,full_body,kettlebell,compound,KB Figure Eight,strength
Kettlebell Flow,full_body,kettlebell,compound,KB Flow,strength
Kettlebell Jerk,full_body,kettlebell,compound,KB Jerk,strength
Kettlebell Lunge Clean Press,full_body,kettlebell,compound,KB Lunge Clean Press,strength
Kettlebell Snatch,full_body,kettlebell,compound,KB Snatch,strength
Kettlebell Swing Clean,full_body,kettlebell,compound,KB Swing to Clean,strength
Kettlebell Swing to Goblet Squat,full_body,kettlebell,compound,KB Swing to Squat,strength
Kettlebell Thruster,full_body,kettlebell,compound,KB Thruster,strength
Kettlebell Turkish Get Up,full_body,kettlebell,compound,KB TGU Full Body,strength
Ladder Drill,full_body,other,cardio,Agility Ladder,endurance
Landmine Squat to Press,full_body,barbell,compound,Landmine Thruster,strength
Lateral Bound,full_body,bodyweight,plyometric,"Side Bound, Skater Bound",bodyweight
Lateral Box Jump,full_body,bodyweight,plyometric,Side Box Jump,bodyweight
Lateral Hurdle Hop,full_body,bodyweight,plyometric,Side Hurdle Jump,bodyweight
Log Clean,full_body,other,compound,Log Clean Only,strength
Log Clean and Press,full_body,other,compound,Log Press,strength
Long Cycle Kettlebell,full_body,kettlebell,compound,KB Long Cycle,strength
Lunge Jump,full_body,bodyweight,plyometric,"Jump Lunge, Jumping Lunge, Split Jump",bodyweight
Lunge to Curl,full_body,dumbbell,compound,Lunge Curl Combo,strength
Man Maker,full_body,dumbbell,compound,"Manmaker, DB Man Maker",strength
Medicine Ball Chest Pass,full_body,other,plyometric,Med Ball Pass,strength
Medicine Ball Clean,full_body,other,compound,Med Ball Clean,strength
Medicine Ball Overhead Lunge,full_body,other,compound,Med Ball OH Lunge,strength
Medicine Ball Overhead Throw,full_body,other,plyometric,Med Ball Overhead Toss,strength
Medicine Ball Rotational Throw,full_body,other,plyometric,Rotational Med Ball Throw,strength
Mixed Implement Carry,full_body,kettlebell,compound,Asymmetric Carry,carry_sled
Murph WOD,full_body,bodyweight,compound,Murph Workout,bodyweight
Muscle Clean,full_body,barbell,compound,BB Muscle Clean,strength
